Sl.No,State,Zone,District,Sub District,P/M/C,Name of Local Body,Name Of Ward,
10741,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Thaniyam,Thanniyam North Ward,
10742,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Thaniyam,Peringottukarapadam Ward,
10743,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Thaniyam,Painoor Ward GP,
10744,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Thaniyam,Boat Kadavu Ward,
10745,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Edakkalathur Vadakkumury Ward,
10746,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Ponnore Vadakkumury Ward,
10747,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Ponnore Ward,
10748,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Ponnore Thekkumury Ward,
10749,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Shariyekkal ward,
10750,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Kizhakke Angadi Ward,
10751,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Parappur Center Ward,
10752,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Kolathadu,
10753,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Mullur Ward,
10754,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Chalakkal Ward,
10755,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Nagathankavu Ward,
10756,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Tholur Ward,
10757,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Tholur,Edakkalathur Thekkumury Ward,
10758,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Cherussery Ward,
10759,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Sree Krishna Puram Ward,
10760,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Mosco Nagar Ward,
10761,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Chathakudam Ward,
10762,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Kadalassery Ward,
10763,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Njeruvissery Ward,
10764,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Arattupuzha North ward,
10765,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Arattupuzha South ward,
10766,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Pallissery Ward,
10767,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Kandeswaram Ward,
10768,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Ilamkunnu Ward,
10769,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Sree Narayana Puram Ward,
10770,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Vallachira Ward,
10771,Kerala,Central Zone,Thrissur,Thrissur,Panchayath,Vallachira,Puthukulangara Ward,
10772,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Punkunnam,
10773,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kuttankulangara,
10774,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Patturaikal,
10775,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Viyyur,
10776,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Peringavu,
10777,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Ramavarmapuram,
10778,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kuttumukku,
10779,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Villadam,
10780,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Cheroor,
10781,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Mukkattukara,
10782,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Gandhi Nagar,
10783,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Chembukkavu,
10784,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kizhakumpattukara,
10785,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Paravattani,
10786,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Ollukara,
10787,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Nettisseri,
10788,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Mullakkara,
10789,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Mannuthy,
10790,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Krishnapuram,
10791,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kalathodu,
10792,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Nadathara,
10793,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Chelakottukara,
10794,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Mission Quarters,
10795,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Valarkavu,
10796,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kuriyachira,
10797,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Ancheri,
10798,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kuttanellur,
10799,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Padavaradu,
10800,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Edakunni,
10801,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Thaikattussery,
10802,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Ollur,
10803,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Chiyyaram South,
10804,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Chiyyaram North,
10805,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kannamkulangara,
10806,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Pallikulam,
10807,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Thekkinkadu,
10808,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kottappuram,
10809,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Poothole,
10810,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kokkala,
10811,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Vadukkara,
10812,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Koorkanchery,
10813,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kanimangalam,
10814,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Panamukku,
10815,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Nedupuzha,
10816,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kariattukara,
10817,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Chettupuzha,
10818,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Pullazhi,
10819,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Olari,
10820,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Elthuruth,
10821,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Laloor,
10822,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Aranattukara,
10823,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Kanattukara,
10824,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Ayyanthole,
10825,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Civil Station,
10826,Kerala,Central Zone,Thrissur,Thrissur,Corporation,Thrissur,Puthurkara Ward,
10827,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Thanippara,
10828,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Periachira,
10829,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Potta School,
10830,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Alavi Center,
10831,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Panambilly College,
10832,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Sithara Nagar,
10833,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Pottachira,
10834,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Parakottikkal Temple,
10835,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,St Joseph Church,
10836,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,St James Hospital,
10837,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Koodapuzha Church,
10838,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Thirumanthamkunnu Temple,
10839,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Gandhi Nagar,
10840,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Power House,
10841,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Arattukadavu,
10842,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Vettukadavu,
10843,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Chenathunadu,
10844,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Gayathri Ashramam,
10845,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,St Marys Church,
10846,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Housing Board,
10847,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Municipal Quarters,
10848,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Kannampuzha Temple,
10849,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,ITI,
10850,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,IRMLP School,
10851,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,FCI,
10852,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Moonjel,
10853,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Kottatt,
10854,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Maithri Nagar,
10855,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Karakulathunadu,
10856,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Municipal Office,
10857,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Aryankala Masjid,
10858,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Thachudaparambu,
10859,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,VR Puram,
10860,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Urumbankunnu,
10861,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Prasanthi Hospital,
10862,Kerala,Central Zone,Thrissur,Chalakudy,Municipality,Chalakudy,Karunalayam,
10863,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Puthenkadappuram North,
10864,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Gramakulam,
10865,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Thiruvathra North,
10866,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Kunchery,
10867,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Punna North,
10868,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Punna South,
10869,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Alumpadi,
10870,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Mammiyoor,
10871,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Muthuvattoor,
10872,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Ovungal,
10873,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Palayoor North,
10874,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Palayoor East,
10875,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Palayoor South,
10876,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Palayoor,
10877,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Palayoor West,
10878,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Chavakkad Town,
10879,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Kozhikkulangara,
10880,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Manathala North,
10881,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Civilstation,
10882,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Manathala,
10883,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Blangad,
10884,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Madekkadavu,
10885,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Blangad Beach,
10886,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Dwaraka Beach,
10887,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Pulichirakkettu West,
10888,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Pulichirakkettu East,
10889,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Parappilthazham,
10890,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Puthenkadappuram South,
10891,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Kottappuram,
10892,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Puthiyara,
10893,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Thiruvathra,
10894,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Chavakad,Puthenkadappuram,
10895,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Thozhiyoor,
10896,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Pillakkad,
10897,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Pookode East,
10898,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Iringappuram East,
10899,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Manigramam,
10900,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Chowallorpadi,
10901,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Brahmakulam,
10902,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Palabazar,
10903,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Vilakkupadam,
10904,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Paluvai,
10905,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Chakkumkandam,
10906,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Palayoor,
10907,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Edappully,
10908,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Highschool,
10909,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Mammiyoor,
10910,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,College,
10911,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Chamundeswari,
10912,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Gurupavanapuri,
10913,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Karakkad,
10914,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Pancharamucku,
10915,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Puthusserypadfam,
10916,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Manikkathpadi,
10917,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Nenmini,
10918,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Thaikkad,
10919,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Substation,
10920,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Iringappuram South,
10921,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Thiruvenkidam,
10922,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Manjulal,
10923,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Kandamkulam,
10924,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Iringapram North,
10925,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Choolpuram West,
10926,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Kottapadi,
10927,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Pookode West,
10928,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Kappiyoor,
10929,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Kotta North,
10930,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Choolpuram East,
10931,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Kotta South,
10932,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Thamarayoor,
10933,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Perakam,
10934,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Vazhappully,
10935,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Kaveed South,
10936,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Karayoor,
10937,Kerala,Central Zone,Thrissur,Chavakkad,Municipality,Guruvayur,Kaveed North,
10938,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Moorkanad,
10939,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Banglavu,
10940,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Puthenthode,
10941,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Karuvannur South,
10942,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Peechampillykonam,
10943,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Holy Cross Church,
10944,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Mapranam,
10945,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Madayikonam School,
10946,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Nambiankavu Kshethram,
10947,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Kuzhikkattukonam,
10948,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Police Station,
10949,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Boys High School,
10950,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Azad Road,
10951,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Gandhigram,
10952,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Gandhigram East,
10953,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Govt Hospital,
10954,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Madathikara,
10955,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Chalampadam,
10956,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Market,
10957,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Colony,
10958,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Canal Base,
10959,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Municipal Office,
10960,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Christ College,
10961,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Bus Stand,
10962,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Koodalmanikyam,
10963,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Unnayivarriayar Kalanilayam,
10964,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Cheloorkavu,
10965,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Poochakulam,
10966,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,KSRTC,
10967,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Korumbissery,
10968,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Karukulangara,
10969,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Civil Station,
10970,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Porathissery Post Office,
10971,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Porathissery,
10972,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Mahathma School,
10973,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Fire Station,
10974,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Block Office,
10975,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Thaliyakonam,
10976,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Kallada,
10977,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Thaliyakonam North,
10978,Kerala,Central Zone,Thrissur,Mukundapuram,Municipality,Irinjalakuda,Purathad,
10979,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Parappully,
10980,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Kaniyath,
10981,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,JTS,
10982,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Temple,
10983,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Townhall,
10984,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Society,
10985,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Vayalar,
10986,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Thyveppu,
10987,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Viyyathukulam,
10988,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Kanakkankadavu,
10989,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Narayanamangalam,
10990,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Nayakulam,
10991,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,KKTM,
10992,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Chappara,
10993,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Pandeerampala,
10994,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Powerhouse,
10995,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Park,
10996,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Nalukandam,
10997,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Elthuruthu,
10998,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Paliyamthuruthu,
10999,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Thiruvanchikulam,
11000,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Kakkamadanthuruthu,
11001,Kerala,Central Zone,Thrissur,Kodungallur,Municipality,Kodungallur,Kotta,
